time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-03-22	4175294	4175200	4175383	748803	748786	748819	703161	703145	703176	656365	656350	656379	598633	598619	598645	538436	538424	538448	418786	418777	418795	273509	273503	273515	152715	152712	152718	84886	84884	84888	4175294	4175200	4175383	5	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	2	2	2	327	300	357	59	54	64	55	50	60	51	47	56	47	43	51	42	39	46	33	30	36	21	20	23	12	11	13	7	6	7	327	300	357	644	605	685	108	101	116	102	95	109	95	89	102	87	81	93	78	73	83	100	96	104	40	37	42	22	21	24	12	11	13	644	605	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	583	627	78	74	82	73	69	77	68	64	72	62	59	65	56	53	58	220	218	222	27	26	28	14	14	15	7	7	8	605	583	627	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	3	3	3	13	13	14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	5	6	2	2	2	2	2	2	2	2	2	13	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-23	4175100	4174987	4175207	748768	748748	748787	703128	703109	703146	656334	656317	656351	598605	598589	598620	538411	538397	538425	418767	418756	418778	273496	273489	273503	152708	152704	152712	84882	84880	84885	4175100	4174987	4175207	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	3	3	3	360	328	395	65	59	71	61	55	67	57	52	62	52	47	57	46	42	51	36	33	40	24	21	26	13	12	14	7	7	8	360	328	395	709	662	758	121	113	130	114	106	122	106	99	114	97	90	104	87	81	93	102	97	107	44	41	47	25	23	26	14	13	15	709	662	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	672	729	94	89	99	88	83	93	82	78	87	75	71	79	67	64	71	234	231	237	33	31	35	17	16	18	9	8	9	700	672	729	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	15	15	16	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	6	6	3	2	3	3	3	3	3	3	3	15	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-24	4174888	4174753	4175016	748730	748706	748753	703092	703069	703114	656301	656280	656321	598575	598555	598593	538384	538367	538401	418746	418732	418759	273482	273473	273491	152700	152695	152705	84878	84875	84881	4174888	4174753	4175016	6	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	6	5	6	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	395	358	436	71	64	78	67	60	73	62	56	68	57	51	62	51	46	56	40	36	44	26	23	29	14	13	16	8	7	9	395	358	436	780	725	838	135	125	145	126	117	136	118	109	127	108	100	116	97	90	104	105	99	111	49	46	53	27	25	30	15	14	16	780	725	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	770	842	112	106	119	105	99	112	98	93	104	90	84	95	80	76	85	249	245	253	39	37	42	21	20	22	10	10	11	805	770	842	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	18	17	18	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	6	6	3	3	3	3	3	3	3	3	3	18	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-03-25	4174669	4174508	4174819	748691	748662	748718	703055	703028	703081	656267	656241	656290	598543	598520	598565	538356	538335	538375	418724	418708	418739	273468	273457	273478	152692	152686	152698	84874	84870	84877	4174669	4174508	4174819	6	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	1	1	2	6	6	7	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	422	380	467	76	68	84	71	64	79	66	60	73	60	54	67	54	49	60	42	38	47	28	25	31	15	14	17	9	8	9	422	380	467	857	793	926	149	138	162	140	129	152	131	121	142	119	110	129	107	99	116	109	103	116	54	50	59	30	28	33	17	16	18	857	793	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	877	967	133	125	141	124	117	132	116	109	123	106	99	112	95	89	101	264	260	269	46	44	49	25	23	26	12	12	13	921	877	967	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	20	19	21	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	7	7	7	4	3	4	4	4	4	4	4	4	20	19	21	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2020-03-26	4174427	4174239	4174604	748647	748614	748679	703015	702983	703044	656229	656199	656256	598508	598481	598534	538325	538300	538347	418699	418681	418717	273452	273440	273464	152683	152677	152690	84869	84865	84872	4174427	4174239	4174604	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	2	2	1	2	2	1	2	7	6	7	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	455	408	506	82	73	91	77	69	85	72	64	80	65	58	73	59	53	65	46	41	51	30	27	33	17	15	19	9	8	10	455	408	506	938	863	1019	164	151	179	154	142	168	144	132	157	131	120	143	118	108	128	114	107	122	60	55	65	33	31	36	19	17	20	938	863	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048	994	1104	155	145	165	145	136	155	136	127	145	124	116	132	111	104	118	280	275	286	54	51	58	29	27	31	15	14	15	1048	994	1104	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	1	1	1	1	2	2	2	6	6	6	23	22	24	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	7	7	7	4	4	5	4	4	5	4	4	5	23	22	24	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2020-03-27	4174164	4173943	4174370	748600	748560	748637	702970	702933	703005	656187	656153	656220	598471	598439	598500	538291	538262	538317	418673	418651	418694	273435	273420	273448	152674	152666	152681	84863	84859	84868	4174164	4173943	4174370	8	7	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	2	2	2	2	2	2	2	2	8	7	8	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	494	441	553	89	79	99	83	74	93	78	69	87	71	63	79	64	57	71	50	44	55	32	29	36	18	16	20	10	9	11	494	441	553	1023	936	1116	180	164	197	169	154	185	158	144	172	144	131	157	129	118	141	120	111	129	66	60	72	37	34	40	20	19	22	1023	936	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	1121	1255	179	168	192	168	157	180	157	147	168	143	134	153	128	120	137	297	290	303	63	59	67	33	31	36	17	16	18	1186	1121	1255	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	1	2	2	2	2	2	2	7	6	7	26	24	27	0	0	0	0	0	0	0	0	1	1	1	1	2	1	2	7	7	8	5	5	5	5	5	5	5	5	5	26	24	27	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2020-03-28	4173877	4173620	4174116	748549	748502	748592	702922	702879	702962	656142	656102	656180	598430	598393	598464	538254	538220	538285	418644	418618	418668	273416	273399	273432	152663	152654	152672	84858	84852	84862	4173877	4173620	4174116	8	8	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	8	8	9	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	2	5	5	6	538	478	605	97	86	109	91	80	102	85	75	95	77	68	87	69	62	78	54	48	61	35	31	40	20	17	22	11	10	12	538	478	605	1114	1014	1222	197	179	216	185	168	203	173	157	189	157	143	173	142	129	155	127	117	138	72	65	79	40	36	44	22	20	25	1114	1014	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1338	1259	1420	206	192	221	194	180	208	181	168	194	165	153	177	148	137	158	314	306	322	72	67	78	38	36	41	19	18	21	1338	1259	1420	8	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	1	2	2	2	2	2	2	8	7	8	29	27	31	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	8	8	8	6	5	6	6	5	6	6	5	6	29	27	31	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2020-03-29	4173565	4173265	4173842	748493	748439	748542	702869	702819	702916	656093	656046	656137	598385	598342	598425	538213	538175	538249	418613	418583	418641	273396	273376	273414	152652	152641	152662	84851	84845	84857	4173565	4173265	4173842	9	8	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	9	8	10	6	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	2	2	2	2	6	6	7	586	518	663	105	93	119	99	87	112	92	81	104	84	74	95	76	67	85	59	52	66	38	34	43	21	19	24	12	11	13	586	518	663	1214	1099	1338	215	195	237	202	183	223	189	171	208	172	156	190	155	140	171	135	123	147	79	71	87	44	40	48	24	22	27	1214	1099	1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1502	1409	1601	236	219	254	221	205	238	206	192	222	188	175	203	169	157	182	333	323	343	83	77	89	44	41	47	22	21	24	1502	1409	1601	9	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	3	3	3	9	8	9	32	30	34	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	8	8	9	6	6	7	7	6	7	7	6	7	32	30	34	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2020-03-30	4173225	4172878	4173544	748432	748369	748489	702812	702754	702866	656040	655985	656090	598336	598286	598382	538170	538125	538211	418579	418544	418611	273373	273350	273394	152640	152627	152651	84844	84837	84851	4173225	4172878	4173544	10	9	11	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	2	3	2	2	3	10	9	11	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	7	6	7	639	561	725	115	101	130	108	94	122	100	88	114	92	80	104	82	72	94	64	56	73	42	37	48	23	21	27	13	11	15	639	561	725	1322	1191	1464	235	211	260	221	199	245	206	185	228	188	169	208	169	152	187	144	131	158	86	77	95	48	43	53	27	24	30	1322	1191	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	1571	1799	268	248	289	251	233	272	235	217	253	214	198	231	192	177	207	352	341	364	94	87	102	50	46	54	25	23	27	1681	1571	1799	10	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	3	2	3	3	3	3	10	9	11	36	34	38	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	9	9	9	7	7	8	8	7	8	8	7	8	36	34	38	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2020-03-31	4172855	4172453	4173222	748365	748293	748431	702750	702682	702812	655981	655918	656039	598283	598225	598336	538122	538070	538169	418542	418501	418579	273349	273323	273373	152626	152611	152639	84837	84829	84844	4172855	4172453	4173222	11	10	12	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	3	2	3	3	2	3	3	2	3	11	10	12	8	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	2	2	2	3	2	3	8	7	8	696	608	794	125	109	142	117	102	134	109	96	125	100	87	114	90	78	102	70	61	80	46	40	52	25	22	29	14	12	16	696	608	794	1440	1291	1603	256	230	286	241	216	268	225	201	250	205	184	228	184	165	205	154	139	171	94	84	104	52	47	58	29	26	32	1440	1291	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1876	1746	2016	303	279	328	284	262	308	265	245	287	242	223	262	217	200	235	373	360	387	106	98	115	57	52	61	29	26	31	1876	1746	2016	11	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	3	3	3	4	3	4	11	11	12	40	37	43	0	0	0	0	0	0	1	1	1	1	1	1	3	2	3	9	9	10	8	8	9	9	8	9	9	8	9	40	37	43	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2
2020-04-01	4172451	4171989	4172873	748293	748210	748368	702682	702604	702753	655918	655845	655984	598225	598159	598286	538070	538010	538124	418501	418455	418544	273323	273292	273350	152611	152594	152627	84829	84819	84837	4172451	4171989	4172873	12	11	13	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	3	2	3	3	3	3	3	3	3	12	11	13	9	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	2	3	3	3	3	9	8	9	758	659	869	136	118	156	128	111	146	119	104	137	109	94	125	98	85	112	76	66	87	50	43	57	28	24	32	15	13	18	758	659	869	1568	1399	1755	280	249	313	263	234	294	245	218	274	224	199	250	201	179	225	166	149	185	102	91	114	57	51	64	32	28	35	1568	1399	1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2089	1936	2253	341	313	371	320	294	348	299	275	325	272	250	296	244	224	265	396	381	413	120	110	130	64	59	69	32	30	35	2089	1936	2253	13	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	3	4	4	4	4	13	12	14	44	41	48	0	0	0	0	0	1	1	1	1	1	1	1	3	3	3	10	10	10	9	9	10	10	9	11	10	9	11	44	41	48	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	2	2
