time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-04-03	4171101	4170428	4171708	748051	747930	748160	702455	702341	702557	655706	655600	655801	598032	597935	598119	537896	537809	537974	418366	418298	418427	273234	273190	273274	152562	152537	152584	84801	84787	84813	4171101	4170428	4171708	15	14	17	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	4	3	4	4	3	4	4	3	4	15	14	17	11	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	4	3	4	11	10	12	1019	876	1182	183	157	212	172	147	199	160	138	186	146	126	169	131	113	152	102	88	119	67	57	77	37	32	43	21	18	24	1019	876	1182	2043	1801	2312	365	322	413	343	302	388	320	282	362	292	257	330	262	231	297	211	187	238	133	118	151	74	66	84	41	36	47	2043	1801	2312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2704	2482	2944	452	412	496	424	387	465	396	361	434	361	329	396	324	295	355	460	438	484	159	145	174	85	77	93	43	39	47	2704	2482	2944	17	15	18	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	3	3	4	4	4	5	5	5	6	17	15	18	57	53	62	0	0	0	1	1	1	1	1	1	2	1	2	4	4	4	12	11	12	12	11	14	13	12	14	13	12	14	57	53	62	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	3	2	3
2020-04-04	4170505	4169729	4171200	747944	747805	748068	702354	702223	702471	655612	655490	655721	597946	597835	598046	537819	537719	537908	418306	418228	418376	273195	273144	273241	152540	152512	152565	84789	84773	84803	4170505	4169729	4171200	17	15	19	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	4	3	4	4	4	5	4	4	5	17	15	19	12	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	2	3	3	3	4	4	4	5	12	11	13	1117	955	1302	200	171	234	188	161	219	176	150	205	160	137	187	144	123	168	112	96	131	73	63	85	41	35	48	23	19	26	1117	955	1302	2239	1964	2547	400	351	456	376	330	428	351	308	399	320	281	364	288	253	328	230	203	261	146	128	166	82	72	93	45	40	52	2239	1964	2547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3006	2748	3288	507	460	558	476	432	524	444	403	489	405	367	445	363	329	399	491	465	519	178	162	196	95	86	105	48	44	53	3006	2748	3288	19	17	20	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	4	3	4	5	5	6	6	6	7	19	17	20	64	58	69	0	0	0	1	1	1	1	1	1	2	2	2	4	4	5	12	12	13	14	13	15	14	13	16	14	13	16	64	58	69	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	3	3	3
2020-04-05	4169850	4168959	4170645	747826	747667	747969	702244	702094	702378	655509	655369	655634	597852	597724	597966	537734	537619	537837	418240	418151	418320	273152	273094	273204	152516	152483	152545	84776	84758	84792	4169850	4168959	4170645	18	16	21	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	2	3	4	4	5	5	4	5	5	4	5	18	16	21	13	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	3	4	3	4	5	4	5	13	12	15	1224	1041	1435	220	187	257	206	175	242	192	164	226	176	149	206	158	134	185	123	104	144	80	68	94	45	38	52	25	21	29	1224	1041	1435	2455	2142	2807	439	383	502	412	360	472	385	336	440	351	306	402	316	276	361	251	220	286	160	140	184	90	78	102	50	43	57	2455	2142	2807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3338	3038	3666	567	512	626	532	481	588	496	449	548	452	409	500	406	367	448	525	495	558	199	180	220	106	96	117	54	49	60	3338	3038	3666	21	19	23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	4	4	5	6	5	6	7	6	8	21	19	23	71	64	77	0	0	0	1	1	1	1	1	2	2	2	2	5	4	5	13	12	14	16	14	17	16	15	18	16	15	18	71	64	77	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4
2020-04-06	4169133	4168111	4170041	747698	747515	747861	702123	701951	702276	655396	655236	655539	597749	597603	597880	537642	537510	537759	418168	418066	418260	273105	273038	273165	152490	152452	152523	84761	84740	84780	4169133	4168111	4170041	20	18	23	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	3	2	3	5	4	5	5	4	6	5	4	6	20	18	23	15	14	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	3	3	3	4	4	5	5	5	6	15	14	16	1342	1136	1580	241	204	283	226	191	266	211	179	248	192	163	227	173	146	204	135	114	159	88	74	104	49	42	58	27	23	32	1342	1136	1580	2691	2336	3092	482	418	554	452	393	520	422	367	485	385	334	443	346	301	398	274	238	314	176	153	202	98	85	113	55	47	63	2691	2336	3092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3701	3355	4083	632	570	702	594	535	659	554	499	614	505	455	560	453	408	502	562	528	601	223	200	247	119	107	132	60	54	67	3701	3355	4083	23	21	26	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	5	4	5	6	6	7	8	7	9	23	21	26	78	71	86	0	0	0	1	1	1	2	1	2	2	2	3	5	5	6	14	13	15	17	16	19	18	16	20	18	16	20	78	71	86	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4
2020-04-07	4168348	4167178	4169382	747557	747347	747743	701991	701794	702165	655273	655089	655436	597637	597469	597785	537541	537390	537674	418090	417972	418193	273054	272977	273122	152461	152418	152499	84745	84721	84766	4168348	4167178	4169382	22	19	25	0	0	0	0	0	0	0	0	1	1	1	1	2	1	2	3	2	3	5	5	6	5	5	6	5	5	6	22	19	25	17	15	18	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	3	3	4	5	4	5	6	5	6	17	15	18	1471	1238	1741	264	222	312	248	209	293	231	195	274	211	178	250	190	160	225	147	124	175	96	81	114	54	45	64	30	25	35	1471	1238	1741	2950	2548	3407	528	456	610	496	428	573	463	400	535	422	365	488	380	328	439	299	259	345	193	167	223	108	93	124	60	52	69	2950	2548	3407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4100	3700	4542	705	632	785	661	593	737	617	554	687	562	505	626	504	452	562	603	563	647	248	223	276	132	119	147	67	60	75	4100	3700	4542	26	24	29	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	5	5	6	7	6	8	9	8	10	26	24	29	86	78	96	0	0	0	1	1	1	2	2	2	3	2	3	6	5	7	15	14	16	19	17	21	20	18	22	20	18	22	86	78	96	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	1	2	4	4	5
2020-04-08	4167510	4166177	4168683	747407	747168	747617	701850	701625	702047	655141	654932	655326	597517	597326	597685	537433	537261	537584	418006	417872	418123	272999	272912	273076	152430	152382	152473	84728	84701	84752	4167510	4166177	4168683	24	21	28	0	0	0	0	0	0	1	0	1	1	1	1	2	2	2	3	3	3	6	5	7	6	5	7	6	5	7	24	21	28	18	16	20	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	3	4	5	5	6	6	6	7	18	16	20	1589	1331	1890	285	239	339	268	224	318	250	209	297	228	191	271	205	172	244	159	134	190	104	87	124	58	49	69	32	27	38	1589	1331	1890	3233	2778	3753	579	498	673	544	467	632	508	436	589	463	398	538	416	358	484	327	282	380	212	182	246	118	101	137	66	56	76	3233	2778	3753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4537	4077	5048	784	700	876	736	657	823	686	613	767	626	559	699	561	501	627	647	601	699	276	247	308	147	132	165	75	67	83	4537	4077	5048	29	26	32	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	3	4	6	5	7	8	7	9	10	9	11	29	26	32	96	86	106	0	0	0	1	1	1	2	2	2	3	3	3	7	6	8	16	15	18	21	19	24	22	20	25	22	20	25	96	86	106	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	2	2	2	5	5	5
2020-04-09	4166852	4165388	4168137	747289	747026	747519	701739	701492	701955	655038	654808	655240	597422	597212	597607	537348	537159	537513	417940	417793	418069	272956	272860	273040	152406	152353	152453	84715	84685	84741	4166852	4165388	4168137	26	23	30	0	0	0	0	0	0	1	0	1	1	1	1	2	2	2	3	3	4	6	5	7	7	6	8	7	6	8	26	23	30	20	18	22	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	4	5	6	5	6	7	6	8	20	18	22	1477	1232	1765	265	221	317	249	207	297	232	194	277	212	177	253	190	159	228	148	124	177	97	81	116	54	45	65	30	25	36	1477	1232	1765	3523	3013	4110	631	540	737	593	507	692	553	473	646	505	432	589	454	388	530	356	305	415	231	197	269	129	110	150	72	61	84	3523	3013	4110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5015	4486	5604	870	774	977	817	727	917	762	678	856	695	618	780	623	554	699	696	643	755	306	273	344	164	146	184	83	74	93	5015	4486	5604	32	29	36	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	4	4	7	6	7	9	8	10	11	10	12	32	29	36	105	94	118	0	0	0	1	1	1	2	2	3	3	3	4	8	7	8	18	16	19	24	21	27	25	22	28	25	22	28	105	94	118	6	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	2	2	2	2	6	5	6
2020-04-10	4166144	4164534	4167552	747162	746873	747414	701620	701348	701857	654926	654673	655148	597321	597090	597523	537256	537049	537438	417869	417707	418010	272909	272804	273002	152381	152322	152432	84700	84668	84729	4166144	4164534	4167552	29	25	33	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	4	3	4	7	6	8	7	6	8	7	6	8	29	25	33	22	20	25	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	5	4	5	6	6	7	8	7	9	22	20	25	1440	1196	1730	258	214	310	243	201	291	226	188	272	207	171	248	186	154	223	144	120	173	94	78	113	53	44	63	29	24	35	1440	1196	1730	3752	3194	4397	672	572	788	631	537	740	589	502	691	538	458	630	484	412	567	379	323	443	246	209	288	137	117	161	76	65	89	3752	3194	4397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5531	4926	6207	963	854	1086	904	801	1019	844	748	951	769	682	867	690	611	777	748	687	816	339	301	382	181	161	204	92	82	104	5531	4926	6207	36	32	40	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	4	4	7	7	8	10	9	11	12	11	14	36	32	40	116	104	130	0	0	1	1	1	2	3	2	3	3	3	4	8	7	9	19	17	21	26	23	30	28	24	31	27	24	31	116	104	130	6	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	6	6	7
2020-04-11	4165397	4163629	4166937	747028	746711	747304	701494	701196	701753	654809	654531	655051	597214	596960	597435	537160	536932	537359	417794	417616	417948	272860	272745	272961	152353	152289	152410	84685	84649	84716	4165397	4163629	4166937	31	27	36	0	0	0	0	0	0	1	1	1	1	1	1	2	2	3	4	3	4	7	6	9	8	7	9	8	7	9	31	27	36	24	22	27	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	5	5	6	7	6	8	9	8	10	24	22	27	1467	1212	1770	263	217	317	247	204	298	231	191	278	210	174	254	189	156	228	147	122	178	96	79	116	54	44	65	30	25	36	1467	1212	1770	3928	3330	4622	704	597	828	661	560	778	617	523	726	563	477	662	506	429	596	396	336	466	257	218	303	144	122	169	80	68	94	3928	3330	4622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6074	5388	6845	1062	937	1202	997	880	1128	930	821	1052	848	748	959	760	671	860	803	734	880	374	330	423	200	177	226	101	90	115	6074	5388	6845	40	36	44	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	4	4	5	8	7	9	11	10	12	14	12	15	40	36	44	128	113	144	1	0	1	1	1	2	3	2	3	4	3	4	9	8	10	20	19	22	29	26	33	30	27	34	30	27	34	128	113	144	7	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	3	2	3	7	6	8
2020-04-12	4164619	4162683	4166299	746888	746541	747190	701363	701037	701646	654687	654382	654951	597102	596825	597343	537060	536810	537276	417716	417521	417884	272809	272683	272920	152325	152254	152386	84669	84630	84703	4164619	4162683	4166299	33	28	39	0	0	0	0	0	0	1	1	1	1	1	1	2	2	3	4	3	5	8	7	9	8	7	10	8	7	10	33	28	39	27	23	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	6	5	6	8	7	9	9	8	11	27	23	30	1519	1249	1841	272	224	330	256	210	310	239	196	289	218	179	264	196	161	237	152	125	185	100	82	121	56	46	67	31	25	37	1519	1249	1841	4087	3451	4829	733	618	866	688	581	813	642	542	759	586	494	692	527	445	622	412	348	486	268	226	316	149	126	177	83	70	98	4087	3451	4829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6642	5868	7514	1164	1024	1323	1093	961	1242	1020	897	1158	930	818	1056	834	733	947	860	782	947	410	361	466	219	193	249	111	98	126	6642	5868	7514	44	39	49	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	5	4	5	9	8	10	12	11	14	15	13	17	44	39	49	139	123	158	1	1	1	2	1	2	3	3	3	4	4	5	10	9	11	22	20	24	32	28	36	33	29	38	33	29	37	139	123	158	8	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	3	3	3	3	8	7	9
